player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
Marvin Jones,WR,12.06,3.22,5.61,18.5,11.42,13.32
Emmanuel Sanders,WR,11.55,2.38,6.79,16.31,11.23,12.51
Stefon Diggs,WR,11.53,1.08,9.38,13.68,11.48,11.64
DeSean Jackson,WR,11.33,2.79,5.75,16.91,10.84,11.99
John Brown,WR,11.09,3.19,4.7,17.48,10.4,11.88
Donte Moncrief,WR,10.75,3.06,4.64,16.86,10.14,11.46
Tyler Lockett,WR,10.68,1.28,8.11,13.24,10.6,10.34
Vincent Jackson,WR,10.63,4.72,1.19,20.07,9.76,10.37
Corey Coleman,WR,10.63,2.84,4.94,16.32,10.09,11.72
Sterling Shepard,WR,10.58,2.77,5.03,16.13,10.07,11.54
Pierre Garcon,WR,10.55,4.15,2.26,18.84,9.8,9.42
Allen Hurns,WR,10.52,2.28,5.96,15.07,10.2,10.99
Steve Smith,WR,10.29,3.79,2.7,17.87,8.8,11.86
Will Fuller,WR,9.44,1.74,5.95,12.92,9.27,9.41
Torrey Smith,WR,9.28,2.82,3.64,14.93,8.68,9.98
Mohamed Sanu,WR,9.12,2.77,3.59,14.66,8.51,10.1
Eli Rogers,WR,9.11,2.27,4.57,13.65,8.81,8.92
Markus Wheaton,WR,9.02,2.45,4.11,13.93,8.66,9.08
Tajae Sharpe,WR,8.93,2.58,3.77,14.09,8.43,9.42
Kamar Aiken,WR,8.85,2.04,4.77,12.92,8.58,9.77
DeVante Parker,WR,8.76,2.06,4.63,12.88,8.47,8.74
Jermaine Kearse,WR,8.7,1.64,5.42,11.97,8.53,9.2
Terrelle Pryor,WR,8.62,2.8,3.02,14.22,7.88,9.66
Devin Funchess,WR,8.6,1.72,5.16,12.04,8.43,8.62
Victor Cruz,WR,8.59,5.14,-1.69,18.88,7.35,7.84
Mike Wallace,WR,8.53,2.82,2.89,14.17,7.85,9.44
Michael Thomas,WR,8.45,4.3,-0.15,17.06,6.8,10.73
Rishard Matthews,WR,8.38,2.8,2.78,13.99,7.87,8.32
Robert Woods,WR,8.3,1.35,5.59,11.0,8.19,8.07
Tavon Austin,WR,8.25,2.19,3.87,12.62,7.92,8.89
Kenny Stills,WR,8.03,2.51,3.01,13.06,7.46,8.91
Anquan Boldin,WR,8.03,1.41,5.22,10.84,7.89,8.18
Tyrell Williams,WR,8.0,4.16,-0.32,16.32,5.88,8.58
Ted Ginn,WR,7.64,2.74,2.17,13.11,7.06,7.67
Brandon LaFell,WR,7.49,2.45,2.58,12.4,7.04,7.6
Phillip Dorsett,WR,7.4,2.45,2.49,12.3,6.65,8.28
Jamison Crowder,WR,7.32,2.35,2.63,12.02,6.92,7.56
Dontrelle Inman,WR,7.29,2.58,2.12,12.45,6.65,7.49
Kenny Britt,WR,7.22,1.47,4.27,10.16,7.06,7.14
Terrance Williams,WR,7.09,1.45,4.19,9.98,6.92,7.76
Tyler Boyd,WR,6.92,2.31,2.31,11.53,6.26,7.57
Davante Adams,WR,6.9,1.96,2.97,10.82,6.49,7.26
Seth Roberts,WR,6.85,1.96,2.94,10.77,6.5,6.9
Eddie Royal,WR,6.82,1.78,3.27,10.38,6.6,6.55
Kendall Wright,WR,6.81,1.64,3.52,10.09,6.58,7.04
Andrew Hawkins,WR,6.56,2.06,2.44,10.67,6.23,6.22
Jeremy Kerley,WR,6.52,3.55,-0.57,13.61,4.62,7.36
Nelson Agholor,WR,6.47,1.73,3.0,9.94,6.12,7.03
Quinton Patton,WR,6.45,1.48,3.5,9.41,6.26,6.88
Chris Hogan,WR,6.45,2.52,1.41,11.48,5.75,7.07
Charles Johnson,WR,6.26,1.96,2.34,10.17,5.88,6.85
Quincy Enunwa,WR,5.96,1.83,2.31,9.61,5.68,5.4
Cole Beasley,WR,5.68,2.66,0.36,10.99,4.08,7.0
Breshad Perriman,WR,5.42,2.34,0.73,10.11,4.69,6.89
Danny Amendola,WR,5.36,2.51,0.35,10.37,4.76,5.2
Dorial Green-Beckham,WR,5.35,1.37,2.62,8.08,5.18,5.14
Justin Hardy,WR,5.07,1.74,1.58,8.55,4.68,5.79
Albert Wilson,WR,5.06,0.88,3.29,6.83,4.98,4.95
Chris Conley,WR,4.9,1.39,2.12,7.69,4.7,4.7
Marqise Lee,WR,4.85,1.7,1.45,8.24,4.51,5.1
Braxton Miller,WR,4.45,1.88,0.68,8.21,3.97,4.42
Sammie Coates,WR,4.37,2.02,0.32,8.42,3.56,4.76
Andre Johnson,WR,4.35,0.93,2.48,6.22,4.23,4.59
Adam Thielen,WR,4.02,2.12,-0.22,8.26,3.16,4.13
Corey Brown,WR,3.74,1.24,1.26,6.23,3.54,3.5
Adam Humphries,WR,3.69,1.47,0.74,6.64,3.32,4.18
Pharoh Cooper,WR,3.63,1.33,0.96,6.3,3.31,3.92
Josh Doctson,WR,3.61,2.2,-0.78,8.0,2.97,2.89
Josh Huff,WR,3.53,0.85,1.83,5.23,3.43,3.32
Laquon Treadwell,WR,3.46,1.77,-0.08,7.01,3.06,3.05
Jaelen Strong,WR,3.33,0.67,2.0,4.67,3.27,3.18
Brandon Coleman,WR,3.29,2.02,-0.74,7.33,2.6,3.24
Bennie Fowler,WR,3.29,0.93,1.43,5.15,3.16,3.1
Cody Latimer,WR,3.27,1.71,-0.15,6.69,2.94,2.62
Brian Quick,WR,3.26,1.11,1.05,5.48,3.06,3.15
Leonte Carroo,WR,3.11,1.39,0.33,5.89,2.83,2.84
Greg Salas,WR,3.11,2.75,-2.39,8.6,2.74,2.08
Andre Holmes,WR,3.05,1.4,0.25,5.86,2.73,2.92
Darrius Heyward-Bey,WR,3.03,2.69,-2.36,8.41,2.04,2.24
Rashad Greene,WR,3.02,1.19,0.64,5.4,2.79,2.68
Malcolm Mitchell,WR,2.72,0.83,1.05,4.38,2.57,2.58
J.J. Nelson,WR,2.68,1.24,0.19,5.16,2.43,2.41
Cecil Shorts,WR,2.66,0.93,0.8,4.51,2.37,2.9
Dwayne Harris,WR,2.64,1.67,-0.7,5.99,1.88,2.48
Brice Butler,WR,2.5,1.11,0.29,4.72,2.28,2.28
Paul Richardson,WR,2.35,0.34,1.67,3.02,2.32,2.38
Jordan Norwood,WR,2.27,1.29,-0.31,4.85,1.75,2.64
Jared Abbrederis,WR,2.26,0.97,0.33,4.2,2.09,1.95
Jarius Wright,WR,2.23,1.9,-1.57,6.03,1.3,2.6
Aaron Burbridge,WR,2.22,3.37,-4.51,8.96,0.93,0.87
Jaron Brown,WR,2.1,1.49,-0.89,5.08,1.28,2.64
Ryan Grant,WR,2.08,1.79,-1.51,5.67,1.43,0.99
Marquise Goodwin,WR,2.04,2.0,-1.96,6.05,1.76,1.63
Rod Streater,WR,2.0,0.89,0.21,3.79,1.78,1.81
Harry Douglas,WR,1.96,1.51,-1.06,4.99,1.35,1.65
Josh Bellamy,WR,1.96,1.98,-2.0,5.92,1.2,1.04
Cordarrelle Patterson,WR,1.8,1.57,-1.34,4.93,1.25,0.99
James Wright,WR,1.77,1.25,-0.72,4.26,1.89,1.5
Ty Montgomery,WR,1.65,0.83,-0.01,3.31,1.01,1.8
Bryan Walters,WR,1.27,0.54,0.19,2.36,1.13,1.31
Bradley Marquez,WR,1.26,0.85,-0.44,2.96,1.04,1.04
Rashard Higgins,WR,1.21,1.25,-1.3,3.72,0.85,0.66
Chris Moore,WR,1.17,0.84,-0.51,2.85,0.84,1.1
Tyreek Hill,WR,1.03,0.68,-0.32,2.39,0.87,0.78
Justin Hunter,WR,0.99,0.64,-0.29,2.27,1.14,1.1
Jeff Janis,WR,0.97,1.0,-1.04,2.97,1.22,0.78
Ricardo Louis,WR,0.95,0.58,-0.21,2.12,0.81,0.78
DeAnthony Thomas,WR,0.92,0.75,-0.58,2.42,0.69,0.58
Jalin Marshall,WR,0.9,0.77,-0.65,2.44,1.46,1.2
Robby Anderson,WR,0.81,0.73,-0.65,2.26,0.52,0.74
Lucky Whitehead,WR,0.68,0.43,-0.19,1.54,0.53,0.56
Keith Mumphery,WR,0.6,0.53,-0.47,1.67,0.59,0.5
Nick Williams,WR,0.55,0.55,-0.55,1.65,1.1,0.55
Deonte Thompson,WR,0.54,0.18,0.18,0.91,0.51,0.58
Brenton Bersin,WR,0.54,0.35,-0.16,1.24,0.61,0.78
Roger Lewis,WR,0.5,0.61,-0.72,1.73,0.87,0.26
Trevor Davis,WR,0.5,0.52,-0.53,1.53,0.75,0.47
Nelson Spruce,WR,0.47,0.61,-0.75,1.69,0.76,0.2
Jakeem Grant,WR,0.46,0.4,-0.33,1.26,0.27,0.46
Tommylee Lewis,WR,0.44,0.67,-0.9,1.79,0.52,0.08
Devin Street,WR,0.42,0.3,-0.18,1.02,0.63,0.6
Jordan Payton,WR,0.42,0.28,-0.14,0.97,0.24,0.51
Taylor Gabriel,WR,0.39,0.64,-0.9,1.67,0.27,0.02
Charone Peake,WR,0.37,0.26,-0.15,0.89,0.14,0.48
Devin Hester,WR,0.34,0.53,-0.72,1.39,0.17,0.04
Griff Whalen,WR,0.32,0.32,-0.32,0.98,0.65,0.32
Alex Erickson,WR,0.31,0.35,-0.39,1.01,0.34,0.2
Russell Shepard,WR,0.3,0.08,0.14,0.46,0.29,0.34
Cody Core,WR,0.29,0.29,-0.3,0.88,0.15,0.24
Cameron Meredith,WR,0.28,0.38,-0.48,1.04,0.13,0.02
Demarcus Robinson,WR,0.27,0.28,-0.29,0.83,0.18,0.14
Andre Caldwell,WR,0.24,0.48,-0.72,1.2,1.2,0.0
Rashad Ross,WR,0.24,0.33,-0.43,0.91,0.24,0.02
Frankie Hammond,WR,0.16,0.12,-0.09,0.41,0.23,0.18
Brandon Tate,WR,0.09,0.09,-0.1,0.27,0.11,0.03
Matt Slater,WR,0.03,0.05,-0.06,0.13,0.1,0.0
Eric Weems,WR,0.02,0.04,-0.05,0.1,0.05,0.0
Walt Powell,WR,0.01,0.01,-0.01,0.03,0.02,0.0
Chris Harper,WR,0.0,0.0,0.0,0.0,,0.0
James Jones,WR,0.0,0.0,0.0,0.0,,0.0
Darius Jennings,WR,0.0,0.0,0.0,0.0,,0.0
Brittan Golden,WR,0.0,0.0,0.0,0.0,,0.0
Kenny Bell,WR,0.0,0.0,0.0,0.0,,0.0
Aaron Dobson,WR,0.0,0.0,0.0,0.0,,0.0
Kenbrell Thompkins,WR,0.0,0.0,0.0,0.0,,0.0
Marlon Brown,WR,0.0,0.0,0.0,0.0,,0.0
Anthony Dable,WR,0.0,0.0,0.0,0.0,,0.0
Jerome Simpson,WR,0.0,0.0,0.0,0.0,,0.0
Vince Mayle,WR,0.0,0.0,0.0,0.0,,0.0
Corey Washington,WR,0.0,0.0,0.0,0.0,,0.0
Nick Toon,WR,0.0,0.0,0.0,0.0,,0.0
Keshawn Martin,WR,0.0,0.0,0.0,0.0,,0.0
Geremy Davis,WR,0.0,0.0,0.0,0.0,,0.0
Jonathan Krause,WR,0.0,0.0,0.0,0.0,,0.0
Chris Givens,WR,0.0,0.0,0.0,0.0,,0.0
Rueben Randle,WR,0.0,0.0,0.0,0.0,,0.0
DeAndrew White,WR,0.0,0.0,0.0,0.0,,0.0
Kain Colter,WR,0.0,0.0,0.0,0.0,,0.0
Jeremy Ross,WR,0.0,0.0,0.0,0.0,,0.0
Riley Cooper,WR,0.0,0.0,0.0,0.0,,0.0
T.J. Jones,WR,0.0,0.0,0.0,0.0,,0.0
Dwayne Bowe,WR,0.0,0.0,0.0,0.0,,0.0
Evan Spencer,WR,0.0,0.0,0.0,0.0,,0.0
Vincent Brown,WR,0.0,0.0,0.0,0.0,,0.0
